#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDCA8	TPX2	9606.ENSP00000362146	9606.ENSP00000300403	0	0	0	0	0.814	0	0	0.584	0.919
CDCA8	BIRC5	9606.ENSP00000362146	9606.ENSP00000301633	0	0	0	0	0.961	0.943	0.800	0.996	0.999
CDCA8	CKAP2L	9606.ENSP00000362146	9606.ENSP00000305204	0	0	0	0	0.490	0	0	0.379	0.669
CDCA8	RMI2	9606.ENSP00000362146	9606.ENSP00000310356	0	0	0	0	0.411	0	0	0.082	0.436
CDCA8	AURKB	9606.ENSP00000362146	9606.ENSP00000313950	0	0	0	0	0.779	0.897	0.800	0.998	0.999
CDCA8	SKA3	9606.ENSP00000362146	9606.ENSP00000319417	0	0	0	0	0.514	0	0	0.309	0.650
CDCA8	EZH2	9606.ENSP00000362146	9606.ENSP00000320147	0	0	0	0	0.361	0.154	0	0.212	0.537
CDCA8	CDC25C	9606.ENSP00000362146	9606.ENSP00000321656	0	0	0	0	0.585	0	0	0.586	0.821
CDCA8	SPAG5	9606.ENSP00000362146	9606.ENSP00000323300	0	0	0	0	0.887	0	0	0.399	0.929
CDCA8	KIF15	9606.ENSP00000362146	9606.ENSP00000324020	0	0	0	0	0.811	0	0	0.505	0.902
CDCA8	CDCA2	9606.ENSP00000362146	9606.ENSP00000328228	0	0	0	0	0.710	0	0	0.633	0.889
CDCA8	ERCC6L	9606.ENSP00000362146	9606.ENSP00000334675	0	0	0	0	0.433	0.095	0	0.558	0.753
CDCA8	CENPA	9606.ENSP00000362146	9606.ENSP00000336868	0	0	0	0	0.837	0.268	0	0.778	0.971
CDCA8	FOXM1	9606.ENSP00000362146	9606.ENSP00000342307	0	0	0	0	0.819	0.045	0	0.628	0.930
CDCA8	UBE2C	9606.ENSP00000362146	9606.ENSP00000348838	0	0	0	0	0.902	0.068	0	0.660	0.966
CDCA8	RRM2	9606.ENSP00000362146	9606.ENSP00000353770	0	0	0	0	0.611	0	0	0.659	0.861
CDCA8	IQGAP3	9606.ENSP00000362146	9606.ENSP00000354451	0	0	0	0	0.561	0	0	0.199	0.633
CDCA8	EXO1	9606.ENSP00000362146	9606.ENSP00000355506	0.055	0	0	0	0.514	0	0	0.315	0.658
CDCA8	CENPF	9606.ENSP00000362146	9606.ENSP00000355922	0	0	0	0	0.854	0	0	0.750	0.962
CDCA8	NEK2	9606.ENSP00000362146	9606.ENSP00000355966	0	0	0	0	0.812	0.091	0	0.460	0.900
CDCA8	KIF14	9606.ENSP00000362146	9606.ENSP00000356319	0	0	0	0	0.549	0.292	0	0.511	0.830
CDCA8	ASPM	9606.ENSP00000362146	9606.ENSP00000356379	0	0	0	0	0.908	0	0	0.480	0.950
CDCA8	MKI67	9606.ENSP00000362146	9606.ENSP00000357643	0	0	0	0	0.825	0	0	0.578	0.923
CDCA8	TTK	9606.ENSP00000362146	9606.ENSP00000358813	0	0	0	0	0.853	0.292	0	0.522	0.946
CDCA8	CEP55	9606.ENSP00000362146	9606.ENSP00000360540	0	0	0	0	0.819	0	0	0.596	0.923
CDCA8	STIL	9606.ENSP00000362146	9606.ENSP00000360944	0	0	0	0	0.373	0	0	0.179	0.463
CDCA8	RAD54L	9606.ENSP00000362146	9606.ENSP00000361043	0	0	0	0	0.550	0.095	0	0.459	0.761
CDCA8	KIF2C	9606.ENSP00000362146	9606.ENSP00000361298	0	0	0	0	0.871	0.164	0	0.810	0.977
CDCA8	CDC20	9606.ENSP00000362146	9606.ENSP00000361540	0	0	0	0	0.923	0.053	0.500	0.813	0.992
CDCA8	RECQL4	9606.ENSP00000362146	9606.ENSP00000482313	0	0	0	0	0.358	0	0	0.202	0.466
CDCA8	RCC1	9606.ENSP00000362146	9606.ENSP00000497402	0	0	0	0	0.227	0	0	0.526	0.618
CDCA8	CHEK1	9606.ENSP00000362146	9606.ENSP00000391090	0	0	0	0	0.439	0.098	0	0.320	0.626
CDCA8	GTSE1	9606.ENSP00000362146	9606.ENSP00000415430	0.057	0	0	0	0.502	0	0	0.301	0.643
CDCA8	MCM10	9606.ENSP00000362146	9606.ENSP00000418268	0	0	0	0	0.483	0	0	0.408	0.681
CDCA8	UBE2T	9606.ENSP00000362146	9606.ENSP00000494957	0	0	0	0	0.572	0.068	0	0.280	0.687
CDCA8	UHRF1	9606.ENSP00000362146	9606.ENSP00000479617	0	0	0	0	0.684	0	0	0.221	0.743
CDCA8	DEPDC1	9606.ENSP00000362146	9606.ENSP00000412292	0	0	0	0	0.666	0	0	0.344	0.772
CDCA8	ZWINT	9606.ENSP00000362146	9606.ENSP00000363055	0	0	0	0	0.652	0	0	0.394	0.780
CDCA8	KIF18B	9606.ENSP00000362146	9606.ENSP00000465992	0	0	0	0	0.682	0	0	0.512	0.838
CDCA8	HMMR	9606.ENSP00000362146	9606.ENSP00000377492	0	0	0	0	0.780	0	0	0.410	0.864
CDCA8	PBK	9606.ENSP00000362146	9606.ENSP00000428489	0	0	0	0	0.850	0.045	0	0.435	0.912
CDCA8	TOP2A	9606.ENSP00000362146	9606.ENSP00000411532	0	0	0	0	0.796	0	0	0.624	0.920
CDCA8	HJURP	9606.ENSP00000362146	9606.ENSP00000414109	0	0	0	0	0.860	0	0	0.475	0.923
CDCA8	KIF4A	9606.ENSP00000362146	9606.ENSP00000363524	0	0	0	0	0.840	0	0	0.591	0.932
CDCA8	CDC45	9606.ENSP00000362146	9606.ENSP00000405726	0	0	0	0	0.801	0	0	0.689	0.935
CDCA8	CCNA2	9606.ENSP00000362146	9606.ENSP00000481380	0	0	0	0	0.909	0	0	0.493	0.952
CDCA8	CDCA3	9606.ENSP00000362146	9606.ENSP00000442068	0	0	0	0	0.930	0	0	0.665	0.975
CDCA8	KIF20A	9606.ENSP00000362146	9606.ENSP00000378356	0	0	0	0	0.907	0.434	0	0.656	0.980
CDH5	RASIP1	9606.ENSP00000497290	9606.ENSP00000222145	0	0	0	0	0.225	0.051	0	0.339	0.472
CDH5	SEMA3G	9606.ENSP00000497290	9606.ENSP00000231721	0	0	0	0	0.296	0	0	0.201	0.414
CDH5	CD93	9606.ENSP00000497290	9606.ENSP00000246006	0	0	0	0	0.361	0.066	0	0.500	0.675
CDH5	RAMP2	9606.ENSP00000497290	9606.ENSP00000253796	0	0	0	0	0.239	0	0	0.270	0.421
CDH5	LYVE1	9606.ENSP00000497290	9606.ENSP00000256178	0	0	0	0	0.253	0	0	0.624	0.707
CDH5	LMO2	9606.ENSP00000497290	9606.ENSP00000257818	0	0	0	0	0.067	0	0	0.494	0.508
CDH5	NDC80	9606.ENSP00000497290	9606.ENSP00000261597	0	0	0	0	0	0	0	0.472	0.472
CDH5	CCM2L	9606.ENSP00000497290	9606.ENSP00000262659	0	0	0	0	0.357	0.066	0	0.198	0.476
CDH5	EPAS1	9606.ENSP00000497290	9606.ENSP00000263734	0	0	0	0	0.265	0	0	0.425	0.560
CDH5	FCN3	9606.ENSP00000497290	9606.ENSP00000270879	0	0	0	0	0.246	0.044	0	0.312	0.461
CDH5	TAL1	9606.ENSP00000497290	9606.ENSP00000294339	0	0	0	0	0.062	0	0	0.476	0.487
CDH5	EMCN	9606.ENSP00000497290	9606.ENSP00000296420	0	0	0	0	0.480	0	0	0.605	0.786
CDH5	SOX17	9606.ENSP00000497290	9606.ENSP00000297316	0	0	0	0	0.395	0	0	0.470	0.665
CDH5	SOX7	9606.ENSP00000497290	9606.ENSP00000301921	0	0	0	0	0.285	0	0	0.472	0.607
CDH5	ROBO4	9606.ENSP00000497290	9606.ENSP00000304945	0	0	0	0	0.424	0	0	0.512	0.707
CDH5	S1PR1	9606.ENSP00000497290	9606.ENSP00000305416	0	0	0	0	0.181	0	0	0.419	0.504
CDH5	PTPRB	9606.ENSP00000497290	9606.ENSP00000334928	0	0	0	0	0.509	0.345	0	0.949	0.982
CDH5	CAV1	9606.ENSP00000497290	9606.ENSP00000339191	0	0	0	0	0.096	0	0	0.695	0.712
CDH5	GYPE	9606.ENSP00000497290	9606.ENSP00000351430	0	0	0	0	0	0	0	0.433	0.433
CDH5	CLEC14A	9606.ENSP00000497290	9606.ENSP00000353013	0	0	0	0	0.391	0.066	0	0.268	0.547
CDH5	MMRN2	9606.ENSP00000497290	9606.ENSP00000361097	0	0	0	0	0.511	0.046	0	0.245	0.617
CDH5	TEK	9606.ENSP00000497290	9606.ENSP00000369375	0	0	0	0	0.272	0.045	0	0.869	0.901
CDH5	ACVRL1	9606.ENSP00000497290	9606.ENSP00000373574	0	0	0	0	0.227	0.095	0	0.628	0.717
CDH5	SPP1	9606.ENSP00000497290	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.392	0.405
CDH5	JAM2	9606.ENSP00000497290	9606.ENSP00000383376	0	0	0	0	0.084	0	0	0.406	0.432
CDH5	ERG	9606.ENSP00000497290	9606.ENSP00000414150	0	0	0	0	0.230	0	0	0.383	0.505
CDH5	PECAM1	9606.ENSP00000497290	9606.ENSP00000457421	0	0	0	0	0.501	0.045	0.800	0.999	0.999
CDH5	ECSCR	9606.ENSP00000497290	9606.ENSP00000479243	0	0	0	0	0.351	0	0	0.360	0.567
CENPA	CDC6	9606.ENSP00000336868	9606.ENSP00000209728	0	0	0	0	0.346	0.131	0	0.418	0.640
CENPA	MYBL2	9606.ENSP00000336868	9606.ENSP00000217026	0	0	0	0	0.375	0.052	0	0.425	0.630
CENPA	ORC6	9606.ENSP00000336868	9606.ENSP00000219097	0	0	0	0	0.185	0	0	0.345	0.444
CENPA	NCAPH	9606.ENSP00000336868	9606.ENSP00000240423	0	0	0	0	0.458	0.072	0	0.439	0.693
CENPA	DLGAP5	9606.ENSP00000336868	9606.ENSP00000247191	0	0	0	0	0.837	0	0	0.680	0.945
CENPA	E2F8	9606.ENSP00000336868	9606.ENSP00000250024	0	0	0	0	0.490	0	0	0.265	0.609
CENPA	NCAPG	9606.ENSP00000336868	9606.ENSP00000251496	0	0	0	0	0.743	0.092	0	0.487	0.870
CENPA	GINS2	9606.ENSP00000336868	9606.ENSP00000253462	0	0	0	0	0.345	0	0	0.308	0.528
CENPA	CCNB1	9606.ENSP00000336868	9606.ENSP00000256442	0	0	0	0	0.826	0.047	0.400	0.584	0.953
CENPA	TROAP	9606.ENSP00000336868	9606.ENSP00000257909	0	0	0	0	0.586	0	0	0.203	0.656
CENPA	ESPL1	9606.ENSP00000336868	9606.ENSP00000257934	0	0	0	0	0.572	0.069	0.500	0.513	0.890
CENPA	KIF11	9606.ENSP00000336868	9606.ENSP00000260731	0	0	0	0	0.832	0.078	0	0.658	0.942
CENPA	NDC80	9606.ENSP00000336868	9606.ENSP00000261597	0	0	0	0	0.680	0.095	0	0.737	0.917
CENPA	SGO1	9606.ENSP00000336868	9606.ENSP00000263753	0	0	0	0	0.574	0.042	0	0.730	0.880
CENPA	NEIL3	9606.ENSP00000336868	9606.ENSP00000264596	0	0	0	0	0.476	0	0	0.152	0.537
CENPA	DEPDC1B	9606.ENSP00000336868	9606.ENSP00000265036	0	0	0	0	0.563	0	0	0.116	0.597
CENPA	ANLN	9606.ENSP00000336868	9606.ENSP00000265748	0	0	0	0	0.493	0	0	0.333	0.647
CENPA	TICRR	9606.ENSP00000336868	9606.ENSP00000268138	0	0	0	0	0.331	0.045	0	0.153	0.412
CENPA	NUF2	9606.ENSP00000336868	9606.ENSP00000271452	0	0	0	0	0.618	0.058	0	0.836	0.936
CENPA	CDCA5	9606.ENSP00000336868	9606.ENSP00000275517	0	0	0	0	0.760	0	0	0.424	0.856
CENPA	BUB1B	9606.ENSP00000336868	9606.ENSP00000287598	0	0	0	0	0.810	0.111	0.500	0.850	0.985
CENPA	CCNB2	9606.ENSP00000336868	9606.ENSP00000288207	0	0	0	0	0.832	0.047	0.400	0.772	0.975
CENPA	MELK	9606.ENSP00000336868	9606.ENSP00000298048	0	0	0	0	0.790	0.078	0	0.441	0.882
CENPA	PLK1	9606.ENSP00000336868	9606.ENSP00000300093	0	0	0	0	0.648	0.107	0.800	0.837	0.988
CENPA	TPX2	9606.ENSP00000336868	9606.ENSP00000300403	0	0	0	0	0.791	0	0	0.460	0.882
CENPA	BIRC5	9606.ENSP00000336868	9606.ENSP00000301633	0	0	0	0	0.839	0.131	0	0.702	0.955
CENPA	CKAP2L	9606.ENSP00000336868	9606.ENSP00000305204	0	0	0	0	0.769	0	0	0.291	0.829
CENPA	AURKB	9606.ENSP00000336868	9606.ENSP00000313950	0	0	0	0	0.928	0.667	0	0.917	0.997
CENPA	SKA3	9606.ENSP00000336868	9606.ENSP00000319417	0	0	0	0	0.470	0	0	0.380	0.657
CENPA	EZH2	9606.ENSP00000336868	9606.ENSP00000320147	0	0	0	0	0.218	0.267	0	0.339	0.588
CENPA	TUBB3	9606.ENSP00000336868	9606.ENSP00000320295	0	0	0	0	0.098	0.125	0	0.346	0.439
CENPA	CDC25C	9606.ENSP00000336868	9606.ENSP00000321656	0	0	0	0	0.771	0	0	0.352	0.845
CENPA	SPAG5	9606.ENSP00000336868	9606.ENSP00000323300	0	0	0	0	0.746	0.094	0	0.300	0.825
CENPA	KIF15	9606.ENSP00000336868	9606.ENSP00000324020	0	0	0	0	0.719	0	0	0.539	0.865
CENPA	CDCA2	9606.ENSP00000336868	9606.ENSP00000328228	0	0	0	0	0.695	0.096	0	0.400	0.820
CENPA	ERCC6L	9606.ENSP00000336868	9606.ENSP00000334675	0	0	0	0	0.353	0.150	0	0.619	0.772
CENPA	STIL	9606.ENSP00000336868	9606.ENSP00000360944	0	0	0	0	0.354	0	0	0.138	0.419
CENPA	UBE2T	9606.ENSP00000336868	9606.ENSP00000494957	0	0	0	0	0.362	0.116	0	0.159	0.484
CENPA	UHRF1	9606.ENSP00000336868	9606.ENSP00000479617	0	0	0	0	0.303	0.170	0	0.223	0.511
CENPA	RAD54L	9606.ENSP00000336868	9606.ENSP00000361043	0	0	0	0	0.361	0.150	0	0.239	0.551
CENPA	RCC1	9606.ENSP00000336868	9606.ENSP00000497402	0	0	0	0	0.153	0.286	0	0.405	0.609
CENPA	KIF18B	9606.ENSP00000336868	9606.ENSP00000465992	0	0	0	0	0.331	0.135	0	0.400	0.622
CENPA	MCM10	9606.ENSP00000336868	9606.ENSP00000418268	0	0	0	0	0.495	0.123	0	0.330	0.678
CENPA	CDC45	9606.ENSP00000336868	9606.ENSP00000405726	0	0	0	0	0.526	0	0	0.406	0.707
CENPA	EXO1	9606.ENSP00000336868	9606.ENSP00000355506	0	0	0	0	0.464	0.065	0	0.541	0.750
CENPA	MKI67	9606.ENSP00000336868	9606.ENSP00000357643	0	0	0	0	0.693	0	0	0.331	0.785
CENPA	FOXM1	9606.ENSP00000336868	9606.ENSP00000342307	0	0	0	0	0.533	0.135	0	0.533	0.794
CENPA	CHEK1	9606.ENSP00000336868	9606.ENSP00000391090	0	0	0	0	0.512	0.071	0	0.587	0.797
CENPA	GTSE1	9606.ENSP00000336868	9606.ENSP00000415430	0	0	0	0	0.763	0	0	0.220	0.807
CENPA	KIF14	9606.ENSP00000336868	9606.ENSP00000356319	0	0	0	0	0.639	0	0	0.501	0.812
CENPA	RRM2	9606.ENSP00000336868	9606.ENSP00000353770	0	0	0	0	0.554	0	0	0.608	0.818
CENPA	NEK2	9606.ENSP00000336868	9606.ENSP00000355966	0	0	0	0	0.691	0	0	0.535	0.850
CENPA	DEPDC1	9606.ENSP00000336868	9606.ENSP00000412292	0	0	0	0	0.785	0	0	0.370	0.858
CENPA	ASPM	9606.ENSP00000336868	9606.ENSP00000356379	0	0	0	0	0.800	0	0	0.352	0.865
CENPA	HMMR	9606.ENSP00000336868	9606.ENSP00000377492	0	0	0	0	0.799	0.078	0	0.359	0.870
CENPA	CDCA3	9606.ENSP00000336868	9606.ENSP00000442068	0	0	0	0	0.834	0	0	0.365	0.890
CENPA	TTK	9606.ENSP00000336868	9606.ENSP00000358813	0	0	0	0	0.733	0	0	0.661	0.905
CENPA	KIF4A	9606.ENSP00000336868	9606.ENSP00000363524	0	0	0	0	0.799	0.125	0	0.510	0.906
CENPA	ZWINT	9606.ENSP00000336868	9606.ENSP00000363055	0	0	0	0	0.500	0	0	0.825	0.908
CENPA	KIF20A	9606.ENSP00000336868	9606.ENSP00000378356	0	0	0	0	0.828	0	0	0.514	0.913
CENPA	TOP2A	9606.ENSP00000336868	9606.ENSP00000411532	0	0	0	0	0.810	0.145	0	0.545	0.919
CENPA	CEP55	9606.ENSP00000336868	9606.ENSP00000360540	0	0	0	0	0.803	0	0	0.613	0.920
CENPA	PBK	9606.ENSP00000336868	9606.ENSP00000428489	0	0	0	0	0.821	0.095	0	0.577	0.925
CENPA	UBE2C	9606.ENSP00000336868	9606.ENSP00000348838	0	0	0	0	0.845	0.095	0	0.594	0.938
CENPA	CENPF	9606.ENSP00000336868	9606.ENSP00000355922	0	0	0	0	0.656	0	0	0.903	0.965
CENPA	CDCA8	9606.ENSP00000336868	9606.ENSP00000362146	0	0	0	0	0.837	0.268	0	0.778	0.971
CENPA	KIF2C	9606.ENSP00000336868	9606.ENSP00000361298	0	0	0	0	0.835	0	0	0.923	0.986
CENPA	CDC20	9606.ENSP00000336868	9606.ENSP00000361540	0	0	0	0	0.835	0.091	0.800	0.603	0.986
CENPA	CCNA2	9606.ENSP00000336868	9606.ENSP00000481380	0	0	0	0	0.982	0	0	0.482	0.990
CENPA	HJURP	9606.ENSP00000336868	9606.ENSP00000414109	0	0	0	0	0.799	0.990	0.500	0.970	0.999
CENPF	CDC6	9606.ENSP00000355922	9606.ENSP00000209728	0	0	0	0	0.377	0	0	0.447	0.640
CENPF	MYBL2	9606.ENSP00000355922	9606.ENSP00000217026	0	0	0	0	0.382	0.067	0	0.443	0.651
CENPF	ORC6	9606.ENSP00000355922	9606.ENSP00000219097	0	0	0	0	0.234	0	0	0.413	0.531
CENPF	NCAPH	9606.ENSP00000355922	9606.ENSP00000240423	0	0	0	0	0.420	0	0	0.370	0.619
CENPF	DLGAP5	9606.ENSP00000355922	9606.ENSP00000247191	0	0	0	0	0.913	0	0	0.743	0.976
CENPF	E2F8	9606.ENSP00000355922	9606.ENSP00000250024	0	0	0	0	0.587	0	0	0.542	0.803
CENPF	NCAPG	9606.ENSP00000355922	9606.ENSP00000251496	0	0	0	0	0.827	0	0	0.582	0.924
CENPF	GINS2	9606.ENSP00000355922	9606.ENSP00000253462	0	0	0	0	0.345	0	0	0.298	0.521
CENPF	CCNB1	9606.ENSP00000355922	9606.ENSP00000256442	0	0	0	0	0.832	0	0.720	0.773	0.988
CENPF	TROAP	9606.ENSP00000355922	9606.ENSP00000257909	0	0	0	0	0.669	0	0	0.315	0.764
CENPF	ESPL1	9606.ENSP00000355922	9606.ENSP00000257934	0	0	0	0	0.755	0	0.500	0.443	0.926
CENPF	KIF11	9606.ENSP00000355922	9606.ENSP00000260731	0	0	0	0	0.903	0	0	0.728	0.972
CENPF	NDC80	9606.ENSP00000355922	9606.ENSP00000261597	0	0	0	0	0.853	0	0.720	0.727	0.987
CENPF	PKMYT1	9606.ENSP00000355922	9606.ENSP00000262300	0	0	0	0	0.231	0	0	0.294	0.434
CENPF	GINS1	9606.ENSP00000355922	9606.ENSP00000262460	0	0	0	0	0.243	0	0	0.277	0.429
CENPF	SGO1	9606.ENSP00000355922	9606.ENSP00000263753	0	0	0	0	0.580	0	0	0.419	0.746
CENPF	POLQ	9606.ENSP00000355922	9606.ENSP00000264233	0	0	0	0	0.546	0	0	0	0.546
CENPF	NEIL3	9606.ENSP00000355922	9606.ENSP00000264596	0	0	0	0	0.430	0	0	0.219	0.536
CENPF	DEPDC1B	9606.ENSP00000355922	9606.ENSP00000265036	0	0	0	0	0.519	0	0	0.069	0.533
CENPF	ANLN	9606.ENSP00000355922	9606.ENSP00000265748	0	0	0	0	0.578	0.292	0	0.515	0.842
CENPF	TICRR	9606.ENSP00000355922	9606.ENSP00000268138	0	0	0	0	0.488	0	0	0.134	0.537
CENPF	NUF2	9606.ENSP00000355922	9606.ENSP00000271452	0	0	0	0	0.875	0	0	0.632	0.952
CENPF	CDCA5	9606.ENSP00000355922	9606.ENSP00000275517	0	0	0	0	0.540	0.162	0	0.660	0.857
CENPF	BUB1B	9606.ENSP00000355922	9606.ENSP00000287598	0	0	0	0	0.903	0	0.900	0.918	0.999
CENPF	CCNB2	9606.ENSP00000355922	9606.ENSP00000288207	0	0	0	0	0.828	0	0.400	0.767	0.974
CENPF	MELK	9606.ENSP00000355922	9606.ENSP00000298048	0	0	0	0	0.809	0	0	0.595	0.919
CENPF	PLK1	9606.ENSP00000355922	9606.ENSP00000300093	0	0	0	0	0.508	0	0.800	0.748	0.973
CENPF	TPX2	9606.ENSP00000355922	9606.ENSP00000300403	0	0	0	0	0.829	0	0	0.746	0.954
CENPF	BIRC5	9606.ENSP00000355922	9606.ENSP00000301633	0	0	0	0	0.779	0	0	0.826	0.960
CENPF	CKAP2L	9606.ENSP00000355922	9606.ENSP00000305204	0	0	0	0	0.634	0	0	0.311	0.737
CENPF	AURKB	9606.ENSP00000355922	9606.ENSP00000313950	0	0	0	0	0.559	0	0	0.838	0.925
CENPF	SKA3	9606.ENSP00000355922	9606.ENSP00000319417	0	0	0	0	0.461	0	0.900	0.458	0.968
CENPF	EZH2	9606.ENSP00000355922	9606.ENSP00000320147	0	0	0	0	0.345	0.051	0	0.278	0.512
CENPF	CDC25C	9606.ENSP00000355922	9606.ENSP00000321656	0	0	0	0	0.460	0	0	0.323	0.618
CENPF	SPAG5	9606.ENSP00000355922	9606.ENSP00000323300	0	0	0	0	0.838	0.045	0	0.436	0.905
CENPF	KIF15	9606.ENSP00000355922	9606.ENSP00000324020	0	0	0	0	0.898	0	0	0.615	0.959
CENPF	CDCA2	9606.ENSP00000355922	9606.ENSP00000328228	0	0	0	0	0.653	0	0	0.434	0.795
CENPF	ERCC6L	9606.ENSP00000355922	9606.ENSP00000334675	0	0	0	0	0.405	0	0	0.203	0.506
CENPF	CENPA	9606.ENSP00000355922	9606.ENSP00000336868	0	0	0	0	0.656	0	0	0.903	0.965
CENPF	FOXM1	9606.ENSP00000355922	9606.ENSP00000342307	0	0	0	0	0.747	0	0.750	0.845	0.989
CENPF	UBE2C	9606.ENSP00000355922	9606.ENSP00000348838	0	0	0	0	0.769	0	0	0.753	0.940
CENPF	RRM2	9606.ENSP00000355922	9606.ENSP00000353770	0	0	0	0	0.530	0	0	0.638	0.822
CENPF	IQGAP3	9606.ENSP00000355922	9606.ENSP00000354451	0	0	0	0	0.571	0	0	0.213	0.648
CENPF	TEDC2	9606.ENSP00000355922	9606.ENSP00000355022	0	0	0.351	0	0.164	0	0	0	0.434
CENPF	EXO1	9606.ENSP00000355922	9606.ENSP00000355506	0	0	0	0	0.788	0	0	0.549	0.900
CENPF	UHRF1	9606.ENSP00000355922	9606.ENSP00000479617	0	0	0	0	0.438	0	0	0.280	0.578
CENPF	RAD54L	9606.ENSP00000355922	9606.ENSP00000361043	0	0	0	0	0.382	0	0	0.382	0.602
CENPF	MCM10	9606.ENSP00000355922	9606.ENSP00000418268	0	0	0	0	0.439	0	0	0.423	0.663
CENPF	KIF18B	9606.ENSP00000355922	9606.ENSP00000465992	0	0	0	0	0.524	0	0	0.392	0.698
CENPF	STIL	9606.ENSP00000355922	9606.ENSP00000360944	0	0	0	0	0.425	0	0	0.512	0.708
CENPF	GTSE1	9606.ENSP00000355922	9606.ENSP00000415430	0	0	0	0	0.613	0	0	0.369	0.745
CENPF	CHEK1	9606.ENSP00000355922	9606.ENSP00000391090	0	0	0	0	0.492	0	0	0.549	0.761
CENPF	CDC45	9606.ENSP00000355922	9606.ENSP00000405726	0	0	0	0	0.658	0	0	0.371	0.776
CENPF	CDCA3	9606.ENSP00000355922	9606.ENSP00000442068	0	0	0	0	0.575	0	0	0.506	0.781
CENPF	DEPDC1	9606.ENSP00000355922	9606.ENSP00000412292	0	0	0	0	0.754	0	0	0.392	0.844
CENPF	UBE2T	9606.ENSP00000355922	9606.ENSP00000494957	0	0	0	0	0.788	0	0	0.333	0.853
CENPF	KIF4A	9606.ENSP00000355922	9606.ENSP00000363524	0	0	0	0	0.730	0	0	0.571	0.879
CENPF	HMMR	9606.ENSP00000355922	9606.ENSP00000377492	0	0	0	0	0.787	0.045	0	0.669	0.927
CENPF	CCNA2	9606.ENSP00000355922	9606.ENSP00000481380	0	0	0	0	0.832	0	0	0.680	0.944
CENPF	HJURP	9606.ENSP00000355922	9606.ENSP00000414109	0	0	0	0	0.856	0	0	0.640	0.946
CENPF	PBK	9606.ENSP00000355922	9606.ENSP00000428489	0	0	0	0	0.836	0	0	0.704	0.949
CENPF	ZWINT	9606.ENSP00000355922	9606.ENSP00000363055	0	0	0	0	0.638	0	0	0.877	0.953
CENPF	CEP55	9606.ENSP00000355922	9606.ENSP00000360540	0	0	0	0	0.847	0	0	0.745	0.959
CENPF	KIF14	9606.ENSP00000355922	9606.ENSP00000356319	0	0	0	0	0.829	0.292	0	0.692	0.959
CENPF	KIF20A	9606.ENSP00000355922	9606.ENSP00000378356	0	0	0	0	0.899	0	0	0.627	0.960
CENPF	CDCA8	9606.ENSP00000355922	9606.ENSP00000362146	0	0	0	0	0.854	0	0	0.750	0.962
CENPF	TTK	9606.ENSP00000355922	9606.ENSP00000358813	0	0	0	0	0.886	0	0	0.723	0.967
CENPF	NEK2	9606.ENSP00000355922	9606.ENSP00000355966	0	0	0	0	0.882	0	0	0.759	0.970
CENPF	TOP2A	9606.ENSP00000355922	9606.ENSP00000411532	0	0	0	0	0.876	0	0	0.804	0.974
CENPF	MKI67	9606.ENSP00000355922	9606.ENSP00000357643	0	0	0	0	0.902	0.292	0	0.727	0.979
CENPF	KIF2C	9606.ENSP00000355922	9606.ENSP00000361298	0	0	0	0	0.847	0	0	0.907	0.985
CENPF	ASPM	9606.ENSP00000355922	9606.ENSP00000356379	0	0	0	0	0.938	0	0	0.802	0.987
CENPF	CDC20	9606.ENSP00000355922	9606.ENSP00000361540	0	0	0	0	0.777	0	0.800	0.801	0.990
CEP55	CDC6	9606.ENSP00000360540	9606.ENSP00000209728	0	0	0	0	0.476	0	0	0.323	0.630
CEP55	MYBL2	9606.ENSP00000360540	9606.ENSP00000217026	0	0	0	0	0.360	0	0	0.391	0.594
CEP55	ORC6	9606.ENSP00000360540	9606.ENSP00000219097	0	0	0	0	0.203	0	0	0.394	0.496
CEP55	NCAPH	9606.ENSP00000360540	9606.ENSP00000240423	0	0	0	0	0.464	0	0	0.369	0.647
CEP55	DLGAP5	9606.ENSP00000360540	9606.ENSP00000247191	0	0	0	0	0.999	0	0	0.755	0.999
CEP55	E2F8	9606.ENSP00000360540	9606.ENSP00000250024	0	0	0	0	0.599	0	0	0.245	0.684
CEP55	NCAPG	9606.ENSP00000360540	9606.ENSP00000251496	0	0	0	0	0.825	0	0	0.447	0.899
CEP55	GINS2	9606.ENSP00000360540	9606.ENSP00000253462	0	0	0	0	0.460	0	0	0.167	0.531
CEP55	CCNB1	9606.ENSP00000360540	9606.ENSP00000256442	0	0	0	0	0.814	0	0	0.693	0.940
CEP55	TROAP	9606.ENSP00000360540	9606.ENSP00000257909	0	0	0	0	0.487	0	0	0.274	0.612
CEP55	ESPL1	9606.ENSP00000360540	9606.ENSP00000257934	0	0	0	0	0.578	0	0	0.417	0.743
CEP55	KIF11	9606.ENSP00000360540	9606.ENSP00000260731	0	0	0	0	0.994	0	0	0.519	0.997
CEP55	NDC80	9606.ENSP00000360540	9606.ENSP00000261597	0	0	0	0	0.840	0.126	0	0.432	0.914
CEP55	GINS1	9606.ENSP00000360540	9606.ENSP00000262460	0	0	0	0	0.352	0	0	0.522	0.677
